id,size,annualized,prop_dt,prop_large,prop_retail,prop_insider,share
202019,9.44,-9.51%,2017-06-30,9.32%,90.68%,0.03%,8.29
202021,8.26,7.83%,2017-06-30,1.08%,98.92%,0.14%,7.06
202023,8.34,22.63%,2017-06-30,28.24%,71.76%,0.32%,2.82
202025,1.98,-6.25%,2017-06-30,0.00%,100.00%,1.08%,1.50
202027,4.32,7.78%,2017-06-30,0.00%,100.00%,0.01%,3.11
202101,16.75,8.19%,2017-06-30,5.06%,94.94%,0.07%,8.13
202102,3.54,1.07%,2017-06-30,50.49%,49.51%,0.03%,5.67
202103,10.87,1.39%,2017-06-30,29.01%,70.99%,0.03%,13.39
202105,3.98,1.57%,2017-06-30,32.81%,67.19%,0.03%,4.87
202107,2.01,1.20%,2017-06-30,32.62%,67.38%,0.00%,1.99
202108,1.58,-0.08%,2017-06-30,73.85%,26.15%,0.03%,6.60
202110,0.81,-0.51%,2017-06-30,11.04%,88.96%,0.00%,1.00
202202,72.98,4.35%,2017-06-30,10.21%,89.79%,0.02%,22.17
202211,4.09,-4.02%,2017-06-30,8.21%,91.79%,0.07%,3.84
202212,3.25,-0.53%,2017-06-30,1.02%,98.98%,0.28%,4.00
202213,32.22,3.10%,2017-06-30,50.19%,49.81%,0.00%,36.68
202301,175.15,3.82%,2017-06-30,7.90%,92.10%,0.06%,188.01
202302,491.68,4.07%,2017-06-30,95.73%,4.27%,0.00%,418.23
202303,13.69,4.23%,2017-06-30,9.03%,90.97%,0.07%,13.36
202304,56.45,4.53%,2017-06-30,74.35%,25.65%,0.00%,5.34
202305,3.62,4.11%,2017-06-30,0.55%,99.45%,0.01%,4.79
202306,69.19,4.41%,2017-06-30,99.84%,0.16%,0.00%,95.22
202307,1.07,3.56%,2017-06-30,62.21%,37.79%,0.27%,2.25
202308,43.24,3.81%,2017-06-30,99.31%,0.69%,0.00%,91.99
202801,46.63,8.26%,2017-06-30,0.28%,99.72%,0.02%,55.58
206001,2.81,2.87%,2017-06-30,62.59%,37.41%,0.00%,6.20
206002,1.75,20.90%,2017-06-30,25.58%,74.42%,0.00%,1.76
206003,4.11,2.29%,2017-06-30,85.79%,14.21%,0.00%,3.68
206004,0.16,1.95%,2017-06-30,0.01%,99.99%,0.05%,0.16
206005,0.81,8.32%,2017-06-30,57.04%,42.96%,0.01%,0.54
206006,0.52,-3.19%,2017-06-30,56.35%,43.65%,0.19%,0.45
206007,4.96,40.71%,2017-06-30,21.00%,79.00%,0.04%,2.14
206008,28.01,3.27%,2017-06-30,98.87%,1.13%,0.00%,23.65
206009,9.84,5.10%,2017-06-30,35.70%,64.30%,0.20%,4.93
206010,0.49,3.97%,2017-06-30,71.08%,28.92%,0.10%,0.37
206011,1.04,-7.97%,2017-06-30,4.39%,95.61%,0.06%,1.00
206012,0.58,-4.71%,2017-06-30,16.05%,83.95%,0.00%,0.46
206013,1.56,2.07%,2017-06-30,1.48%,98.52%,0.00%,2.16
206015,0.51,0.57%,2017-06-30,80.06%,19.94%,0.00%,2.13
206018,0.87,3.71%,2017-06-30,78.69%,21.31%,0.00%,1.98
210001,4.07,5.30%,2017-06-30,39.85%,60.15%,0.00%,5.98
210002,3.97,2.24%,2017-06-30,33.51%,66.49%,0.02%,2.51
210003,1.89,5.26%,2017-06-30,2.83%,97.17%,0.00%,1.70
210004,16.97,-23.53%,2017-06-30,7.06%,92.94%,0.00%,19.16
210005,2.42,4.01%,2017-06-30,17.57%,82.43%,0.01%,3.13
210006,0.32,0.13%,2017-06-30,0.06%,99.94%,0.00%,0.34
210007,0.41,-18.27%,2017-06-30,0.00%,100.00%,0.00%,0.16
210008,0.58,1.52%,2017-06-30,36.43%,63.57%,0.00%,0.79
210009,18.92,-21.68%,2017-06-30,5.01%,94.99%,0.00%,32.03
210010,0.04,6.02%,2017-06-30,0.00%,100.00%,0.00%,0.04
210011,4.18,5.11%,2017-06-30,99.43%,0.57%,0.00%,3.99
210012,3.49,4.16%,2017-06-30,23.88%,76.12%,0.66%,2.51
210013,175.24,4.41%,2017-06-30,99.39%,0.61%,0.00%,146.24
210014,1.26,2.08%,2017-06-30,4.58%,95.42%,0.00%,6.88
213001,3.90,10.51%,2017-06-30,0.70%,99.30%,0.01%,3.96
213002,12.23,-2.93%,2017-06-30,1.50%,98.50%,0.01%,21.01
213003,23.90,-5.66%,2017-06-30,0.39%,99.61%,0.00%,27.31
213006,12.15,-7.80%,2017-06-30,17.22%,82.78%,0.01%,15.57
213007,1.03,0.72%,2017-06-30,67.06%,32.94%,0.48%,1.29
213008,26.80,-17.17%,2017-06-30,1.50%,98.50%,0.00%,22.09
213009,31.33,4.03%,2017-06-30,1.50%,98.50%,0.37%,44.19
213010,2.20,28.34%,2017-06-30,33.58%,66.42%,0.06%,1.51
213909,275.22,4.29%,2017-06-30,91.69%,8.31%,0.00%,91.61
213917,0.13,0.28%,2017-06-30,64.11%,35.89%,0.02%,0.41
217001,6.55,7.66%,2017-06-30,12.43%,87.57%,0.02%,16.41
217002,0.49,5.25%,2017-06-30,0.75%,99.25%,0.15%,0.50
217003,1.83,2.81%,2017-06-30,57.22%,42.78%,0.00%,3.37
217004,128.55,3.92%,2017-06-30,8.61%,91.39%,0.03%,105.39
217005,19.00,23.27%,2017-06-30,3.61%,96.39%,0.00%,21.45
217008,3.08,-2.65%,2017-06-30,20.89%,79.11%,0.00%,2.83
217009,11.40,5.02%,2017-06-30,1.96%,98.04%,0.04%,10.85
217010,4.74,1.99%,2017-06-30,0.68%,99.32%,0.02%,3.77
217011,7.99,3.41%,2017-06-30,63.87%,36.13%,0.01%,4.76
217012,5.76,22.85%,2017-06-30,6.10%,93.90%,0.02%,3.62
217013,2.01,20.33%,2017-06-30,9.16%,90.84%,0.29%,1.16
217014,258.69,4.16%,2017-06-30,97.29%,2.71%,0.00%,345.06
217015,0.28,6.14%,2017-06-30,---,100.00%,0.00%,0.31
217016,0.80,21.34%,2017-06-30,0.00%,100.00%,0.00%,0.54
217017,1.28,22.20%,2017-06-30,0.54%,99.46%,0.00%,0.83
217018,0.79,4.44%,2017-06-30,36.03%,63.97%,0.00%,0.72
217019,0.75,6.26%,2017-06-30,---,100.00%,0.00%,0.51
217020,3.08,2.97%,2017-06-30,0.01%,99.99%,0.00%,7.01
217021,0.81,11.59%,2017-06-30,23.26%,76.74%,0.79%,0.42
217022,7.03,3.50%,2017-06-30,48.25%,51.75%,0.05%,4.05
217023,4.60,-2.06%,2017-06-30,66.30%,33.70%,0.00%,5.02
217024,18.53,2.94%,2017-06-30,3.73%,96.27%,0.00%,25.49
217025,1.83,3.82%,2017-06-30,0.79%,99.21%,0.05%,1.11
217026,2.28,4.12%,2017-06-30,97.80%,2.20%,0.00%,10.46
217027,2.19,37.68%,2017-06-30,0.13%,99.87%,0.00%,0.42
217203,0.51,2.47%,2017-06-30,60.56%,39.44%,0.00%,1.21
229002,8.79,-6.77%,2017-06-30,24.14%,75.86%,0.23%,6.93
233001,1.14,8.82%,2017-06-30,2.07%,97.93%,0.00%,1.35
233005,13.59,2.75%,2017-06-30,60.64%,39.36%,0.01%,5.43
233006,4.98,13.78%,2017-06-30,1.27%,98.73%,0.00%,2.36
233007,5.36,0.18%,2017-06-30,22.47%,77.53%,0.03%,3.68
233008,1.61,-8.75%,2017-06-30,0.24%,99.76%,0.04%,1.95
233009,26.61,-22.63%,2017-06-30,10.60%,89.40%,0.01%,27.81
233010,0.52,5.69%,2017-06-30,0.78%,99.22%,0.00%,0.32
233011,4.43,8.72%,2017-06-30,31.87%,68.13%,0.00%,1.97
233012,2.53,-1.33%,2017-06-30,59.69%,40.31%,0.00%,2.33
233013,4.98,-1.73%,2017-06-30,1.71%,98.29%,0.01%,2.44
233015,12.79,1.43%,2017-06-30,37.67%,62.33%,0.00%,10.49
240001,10.83,5.43%,2017-06-30,8.49%,91.51%,0.08%,5.35
240002,3.55,5.73%,2017-06-30,0.35%,99.65%,0.01%,1.92
240003,2.25,2.65%,2017-06-30,94.30%,5.70%,0.01%,8.06
240004,12.93,-11.48%,2017-06-30,13.89%,86.11%,0.29%,10.45
240005,16.87,-0.27%,2017-06-30,12.25%,87.75%,0.00%,33.36
240006,2.31,3.90%,2017-06-30,5.90%,94.10%,0.03%,1.86
240007,7.88,4.15%,2017-06-30,91.16%,8.84%,0.00%,1.15
240008,10.95,-9.83%,2017-06-30,14.44%,85.56%,0.04%,2.55
240009,10.25,-5.27%,2017-06-30,3.32%,96.68%,0.00%,4.25
240010,25.45,-3.36%,2017-06-30,1.11%,98.89%,0.00%,19.39
240011,0.95,5.96%,2017-06-30,0.44%,99.56%,0.06%,0.56
240012,1.32,0.70%,2017-06-30,80.74%,19.26%,0.89%,1.26
240013,0.10,0.38%,2017-06-30,0.00%,100.00%,0.67%,0.11
240014,7.84,27.90%,2017-06-30,67.71%,32.29%,0.06%,5.71
240016,2.14,23.40%,2017-06-30,44.52%,55.48%,0.28%,1.29
240017,7.21,6.72%,2017-06-30,4.39%,95.61%,0.03%,3.04
240018,0.43,-7.01%,2017-06-30,1.96%,98.04%,0.17%,0.53
240019,0.84,23.57%,2017-06-30,2.52%,97.48%,0.01%,0.36
240020,3.84,15.10%,2017-06-30,46.92%,53.08%,0.13%,2.90
240022,5.62,15.60%,2017-06-30,15.51%,84.49%,0.15%,2.93
241001,7.69,31.54%,2017-06-30,2.21%,97.79%,1.24%,1.23
253010,1.53,2.10%,2017-06-30,31.92%,68.08%,0.00%,3.02
253020,0.42,-6.65%,2017-06-30,30.14%,69.86%,0.00%,0.52
253021,0.27,-7.13%,2017-06-30,39.70%,60.30%,0.00%,0.25
253030,0.16,2.68%,2017-06-30,2.52%,97.48%,0.00%,0.20
253050,1.49,3.70%,2017-06-30,42.09%,57.91%,0.00%,0.49
253051,48.00,3.95%,2017-06-30,98.99%,1.01%,0.00%,13.97
253060,0.56,1.53%,2017-06-30,98.54%,1.46%,0.00%,4.19
253061,0.02,1.10%,2017-06-30,0.00%,100.00%,0.00%,0.03
255010,1.62,17.18%,2017-06-30,40.21%,59.79%,0.00%,2.26
257010,11.24,5.73%,2017-06-30,18.19%,81.81%,0.12%,12.64
257020,40.00,15.53%,2017-06-30,72.09%,27.91%,0.15%,19.23
257030,3.84,15.77%,2017-06-30,13.76%,86.24%,0.00%,2.68
257040,1.06,11.79%,2017-06-30,---,100.00%,0.00%,1.04
257050,1.28,18.90%,2017-06-30,0.84%,99.16%,0.00%,1.15
257060,1.23,6.96%,2017-06-30,0.94%,99.06%,0.00%,2.24
257070,7.16,-6.67%,2017-06-30,11.86%,88.14%,0.00%,5.55
260101,16.89,20.31%,2017-06-30,8.02%,91.98%,0.00%,5.80
260102,4.60,3.81%,2017-06-30,6.37%,93.63%,0.00%,2.52
260103,17.59,34.59%,2017-06-30,7.00%,93.00%,0.00%,17.71
260104,10.84,7.46%,2017-06-30,0.36%,99.64%,0.00%,2.21
260108,19.82,53.67%,2017-06-30,20.72%,79.28%,0.00%,13.55
260109,20.61,6.10%,2017-06-30,0.03%,99.97%,0.00%,20.75
260110,34.99,39.55%,2017-06-30,7.70%,92.30%,0.00%,27.40
260111,1.96,25.17%,2017-06-30,75.75%,24.25%,0.12%,1.49
260112,20.69,14.44%,2017-06-30,60.60%,39.40%,0.00%,15.63
260115,1.64,7.51%,2017-06-30,22.23%,77.77%,0.00%,1.56
260116,19.68,41.99%,2017-06-30,64.16%,35.84%,0.00%,10.81
260117,2.50,22.44%,2017-06-30,76.47%,23.53%,0.00%,2.04
260202,6.09,4.06%,2017-06-30,85.26%,14.74%,0.00%,7.69
261001,8.01,1.55%,2017-06-30,99.01%,0.99%,0.00%,8.40
261002,8.43,3.84%,2017-06-30,99.19%,0.81%,0.00%,6.97
261101,3.98,1.16%,2017-06-30,98.49%,1.51%,0.00%,3.82
261102,0.04,3.37%,2017-06-30,0.04%,99.96%,0.00%,0.03
262001,1.49,17.03%,2017-06-30,91.21%,8.79%,0.32%,1.44
263001,0.30,-5.22%,2017-06-30,---,100.00%,0.01%,0.23
270001,19.03,21.88%,2017-06-30,1.91%,98.09%,0.00%,18.82
270002,33.59,16.41%,2017-06-30,1.53%,98.47%,0.08%,25.96
270004,55.44,3.78%,2017-06-30,6.58%,93.42%,0.24%,38.44
270005,70.91,4.91%,2017-06-30,0.25%,99.75%,0.00%,78.75
270006,39.98,4.46%,2017-06-30,4.67%,95.33%,0.00%,22.37
270007,28.57,4.50%,2017-06-30,9.65%,90.35%,0.00%,27.69
270008,15.33,-2.03%,2017-06-30,40.39%,59.61%,0.03%,7.28
270009,10.45,2.27%,2017-06-30,69.77%,30.23%,0.04%,10.79
270010,12.43,15.66%,2017-06-30,8.35%,91.65%,0.01%,7.29
270014,182.17,4.02%,2017-06-30,96.86%,3.14%,0.00%,167.16
270021,10.61,4.97%,2017-06-30,0.37%,99.63%,0.22%,5.89
270022,3.54,1.98%,2017-06-30,1.16%,98.84%,0.30%,4.35
270023,15.23,16.32%,2017-06-30,67.83%,32.17%,0.10%,10.74
270025,45.73,12.76%,2017-06-30,25.97%,74.03%,0.00%,20.55
270026,2.18,-1.58%,2017-06-30,19.26%,80.74%,0.40%,2.00
270027,0.60,-1.09%,2017-06-30,45.76%,54.24%,0.00%,0.61
270028,6.78,3.58%,2017-06-30,15.75%,84.25%,0.14%,2.99
270029,7.81,2.75%,2017-06-30,71.11%,28.89%,0.00%,5.90
270030,2.23,2.32%,2017-06-30,40.82%,59.18%,0.00%,2.69
270041,5.76,30.40%,2017-06-30,31.58%,68.42%,0.04%,1.44
270042,4.27,14.54%,2017-06-30,20.75%,79.25%,0.93%,1.45
270043,11.12,2.91%,2017-06-30,99.55%,0.45%,0.00%,11.05
270044,6.32,3.97%,2017-06-30,93.60%,6.40%,0.01%,3.83
270045,0.24,3.60%,2017-06-30,16.19%,83.81%,0.06%,0.28
270046,10.50,4.30%,2017-06-30,0.40%,99.60%,0.42%,10.95
270047,304.93,4.60%,2017-06-30,99.58%,0.42%,0.00%,101.64
270048,11.15,2.75%,2017-06-30,40.39%,59.61%,0.16%,8.06
270049,3.40,2.41%,2017-06-30,5.36%,94.64%,0.00%,4.33
270050,5.60,20.43%,2017-06-30,25.06%,74.94%,0.00%,1.96
288001,8.07,-0.40%,2017-06-30,1.03%,98.97%,0.04%,9.11
288002,30.30,6.05%,2017-06-30,5.36%,94.64%,0.22%,6.66
288101,16.98,3.93%,2017-06-30,16.10%,83.90%,0.38%,19.94
288102,8.46,1.30%,2017-06-30,34.48%,65.52%,0.01%,9.32
288201,84.76,4.18%,2017-06-30,98.55%,1.45%,0.00%,105.63
290001,1.58,3.74%,2017-06-30,10.44%,89.56%,0.04%,0.95
290002,12.32,-4.69%,2017-06-30,3.98%,96.02%,0.01%,18.83
290003,0.49,1.47%,2017-06-30,53.02%,46.98%,0.06%,0.50
290004,4.54,-21.57%,2017-06-30,15.90%,84.10%,0.00%,7.32
290005,0.64,-17.65%,2017-06-30,19.70%,80.30%,0.02%,0.58
290006,1.32,-19.39%,2017-06-30,15.64%,84.36%,0.01%,1.50
290007,0.15,1.18%,2017-06-30,82.82%,17.18%,0.00%,0.15
290008,0.69,-2.41%,2017-06-30,61.86%,38.14%,0.17%,0.59
290009,0.40,2.05%,2017-06-30,21.97%,78.03%,0.00%,0.47
290010,0.56,-2.30%,2017-06-30,88.73%,11.27%,0.00%,0.51
290011,0.64,-16.24%,2017-06-30,78.82%,21.18%,0.04%,0.50
290012,0.91,5.74%,2017-06-30,62.78%,37.22%,0.05%,2.65
290014,0.54,-2.08%,2017-06-30,75.99%,24.01%,0.01%,0.33
291007,0.05,0.81%,2017-06-30,---,100.00%,0.00%,0.08
310308,7.55,19.84%,2017-06-30,1.99%,98.01%,0.01%,8.01
310318,4.71,11.55%,2017-06-30,63.41%,36.59%,0.05%,3.80
310328,8.99,3.50%,2017-06-30,0.09%,99.91%,0.00%,14.98
310338,5.05,3.71%,2017-06-30,34.87%,65.13%,3.37%,0.46
310339,53.85,3.96%,2017-06-30,100.00%,---,0.00%,29.73
310358,22.32,28.62%,2017-06-30,15.02%,84.98%,0.01%,14.00
310368,0.77,17.93%,2017-06-30,71.08%,28.92%,0.00%,0.59
310378,0.18,1.44%,2017-06-30,96.03%,3.97%,0.00%,2.21
310379,0.10,0.96%,2017-06-30,---,100.00%,0.00%,0.10
310388,1.52,40.44%,2017-06-30,11.51%,88.49%,0.00%,0.99
310398,3.24,31.40%,2017-06-30,26.49%,73.51%,0.10%,1.57
310508,3.21,3.00%,2017-06-30,95.12%,4.88%,0.00%,2.28
310518,0.54,-1.66%,2017-06-30,33.35%,66.65%,0.00%,0.45
320001,16.38,12.17%,2017-06-30,9.39%,90.61%,0.02%,18.82
320002,4.90,3.89%,2017-06-30,6.42%,93.58%,0.07%,5.28
320003,38.00,0.50%,2017-06-30,0.16%,99.84%,0.01%,29.77
320004,13.62,2.26%,2017-06-30,94.79%,5.21%,0.08%,12.86
320005,17.94,-10.72%,2017-06-30,5.90%,94.10%,0.03%,17.22
320006,24.68,2.14%,2017-06-30,19.79%,80.21%,0.27%,11.46
320007,4.63,-15.70%,2017-06-30,4.59%,95.41%,0.14%,5.63
320008,1.07,-2.97%,2017-06-30,77.33%,22.67%,0.00%,1.13
320009,0.16,-3.56%,2017-06-30,81.10%,18.90%,0.00%,0.37
320010,2.26,30.65%,2017-06-30,28.93%,71.07%,0.78%,1.66
320011,9.08,10.44%,2017-06-30,38.58%,61.42%,0.15%,3.48
320012,1.51,4.05%,2017-06-30,20.11%,79.89%,1.66%,1.19
320013,5.85,-3.97%,2017-06-30,0.77%,99.23%,0.10%,8.62
320014,0.53,-3.49%,2017-06-30,0.00%,100.00%,0.21%,0.55
320015,4.86,12.20%,2017-06-30,---,100.00%,0.00%,2.63
320016,0.48,-11.64%,2017-06-30,0.00%,100.00%,3.45%,0.34
320017,1.28,-16.28%,2017-06-30,6.32%,93.68%,0.62%,1.15
320018,0.82,9.66%,2017-06-30,70.64%,29.36%,3.12%,0.58
320019,40.10,4.14%,2017-06-30,82.72%,17.28%,0.00%,7.83
320020,13.92,-2.01%,2017-06-30,0.44%,99.56%,0.13%,17.59
320021,1.26,5.98%,2017-06-30,86.76%,13.24%,0.26%,2.38
320022,6.48,-1.04%,2017-06-30,0.00%,100.00%,0.07%,8.57
340001,28.57,8.04%,2017-06-30,15.29%,84.71%,0.03%,24.96
340005,66.32,4.33%,2017-06-30,2.22%,97.78%,0.30%,28.60
340006,15.66,-3.97%,2017-06-30,30.40%,69.60%,0.09%,12.73
340007,86.32,36.06%,2017-06-30,16.65%,83.35%,0.26%,20.58
340008,53.78,27.63%,2017-06-30,43.73%,56.27%,0.06%,11.97
340009,31.70,2.45%,2017-06-30,52.55%,47.45%,0.00%,33.18
350001,0.82,31.26%,2017-06-30,3.87%,96.13%,0.05%,0.72
350002,0.38,18.78%,2017-06-30,21.93%,78.07%,0.10%,0.42
350004,6.79,3.48%,2017-06-30,77.58%,22.42%,0.04%,1.26
350005,0.40,31.86%,2017-06-30,1.00%,99.00%,0.16%,0.20
350006,2.96,3.56%,2017-06-30,72.05%,27.95%,0.01%,3.73
350007,0.26,9.78%,2017-06-30,34.52%,65.48%,0.00%,0.29
350008,0.25,18.38%,2017-06-30,1.48%,98.52%,0.17%,0.15
350009,0.04,12.43%,2017-06-30,0.00%,100.00%,0.00%,0.03
360001,27.09,-11.99%,2017-06-30,0.22%,99.78%,0.00%,22.77
360003,90.65,3.72%,2017-06-30,96.98%,3.02%,0.01%,92.47
360005,6.48,-6.26%,2017-06-30,35.01%,64.99%,0.00%,5.00
360006,2.46,6.23%,2017-06-30,0.18%,99.82%,0.09%,2.15
360007,44.21,25.97%,2017-06-30,36.46%,63.54%,0.00%,35.24
360008,2.73,1.80%,2017-06-30,99.78%,0.22%,0.00%,51.21
360009,0.06,1.37%,2017-06-30,---,100.00%,0.00%,0.07
360010,1.61,-3.86%,2017-06-30,54.33%,45.67%,0.69%,1.37
360011,3.21,-5.70%,2017-06-30,33.36%,66.64%,0.04%,5.41
360012,10.23,-10.45%,2017-06-30,54.28%,45.72%,0.43%,4.18
360013,4.20,1.86%,2017-06-30,98.90%,1.10%,0.00%,11.51
360014,0.61,1.28%,2017-06-30,0.77%,99.23%,0.00%,0.13
360016,2.00,-1.35%,2017-06-30,77.66%,22.34%,2.39%,2.34
360019,1.42,4.42%,2017-06-30,0.90%,99.10%,0.26%,4.83
360020,127.46,4.68%,2017-06-30,98.73%,1.27%,0.00%,7.96
370010,1.02,3.52%,2017-06-30,26.21%,73.79%,0.26%,0.97
370011,994.69,3.77%,2017-06-30,100.00%,0.00%,0.00%,768.94
370021,0.50,1.05%,2017-06-30,0.12%,99.88%,0.00%,0.72
370022,0.05,0.57%,2017-06-30,---,100.00%,0.00%,0.07
370023,0.24,16.58%,2017-06-30,---,100.00%,0.00%,0.15
370024,11.07,32.29%,2017-06-30,24.14%,75.86%,0.32%,3.43
370025,0.08,0.71%,2017-06-30,95.01%,4.99%,0.00%,2.08
370026,0.06,0.40%,2017-06-30,0.07%,99.93%,0.00%,0.08
370027,4.88,21.23%,2017-06-30,---,100.00%,0.19%,1.39
371020,4.37,2.89%,2017-06-30,95.50%,4.50%,0.00%,4.56
371120,0.30,2.53%,2017-06-30,---,100.00%,0.00%,0.11
372010,0.06,-0.16%,2017-06-30,---,100.00%,0.08%,0.06
372110,0.04,-0.56%,2017-06-30,---,100.00%,0.00%,0.04
373010,21.14,8.68%,2017-06-30,4.67%,95.33%,0.00%,25.23
373020,2.97,5.21%,2017-06-30,27.57%,72.43%,0.01%,2.14
375010,14.02,17.27%,2017-06-30,0.78%,99.22%,0.00%,10.87
376510,4.23,34.68%,2017-06-30,7.09%,92.91%,0.00%,1.97
377010,22.53,14.35%,2017-06-30,26.64%,73.36%,0.00%,7.48
377016,53.35,18.01%,2017-06-30,2.18%,97.82%,0.00%,72.41
377020,49.74,24.01%,2017-06-30,0.57%,99.43%,0.00%,25.01
377150,1.31,7.13%,2017-06-30,6.93%,93.07%,0.12%,0.70
377240,28.31,34.79%,2017-06-30,52.98%,47.02%,0.17%,5.80
377530,11.70,26.49%,2017-06-30,2.54%,97.46%,0.14%,4.00
378006,1.03,21.09%,2017-06-30,---,100.00%,0.99%,0.73
378010,9.51,18.47%,2017-06-30,2.07%,97.93%,0.00%,8.04
378546,1.90,-4.12%,2017-06-30,---,100.00%,0.01%,5.30
379010,4.50,10.51%,2017-06-30,13.07%,86.93%,0.00%,2.20
380001,0.71,3.68%,2017-06-30,0.75%,99.25%,0.00%,0.89
380002,30.47,3.99%,2017-06-30,92.79%,7.21%,0.00%,3.62
380005,53.27,2.45%,2017-06-30,99.36%,0.64%,0.00%,54.58
380006,2.80,1.96%,2017-06-30,94.84%,5.16%,0.00%,4.31
380007,1.27,4.10%,2017-06-30,2.91%,97.09%,0.42%,1.43
380008,174.59,4.40%,2017-06-30,99.76%,0.24%,0.00%,126.54
380009,15.84,4.98%,2017-06-30,96.93%,3.07%,0.01%,11.64
380010,2.23,4.21%,2017-06-30,7.80%,92.20%,0.00%,4.63
380011,153.44,4.51%,2017-06-30,98.01%,1.99%,0.00%,67.01
392001,7.87,3.71%,2017-06-30,7.56%,92.44%,0.41%,1.44
392002,46.73,3.96%,2017-06-30,99.31%,0.69%,0.00%,7.53
393001,0.74,-9.35%,2017-06-30,90.46%,9.54%,0.00%,2.84
395001,0.45,0.80%,2017-06-30,42.20%,57.80%,0.02%,0.50
395011,0.79,3.17%,2017-06-30,95.23%,4.77%,0.01%,0.70
395012,0.04,2.10%,2017-06-30,87.36%,12.64%,0.00%,0.35
398001,16.46,15.01%,2017-06-30,0.18%,99.82%,0.00%,35.32
398011,5.06,24.98%,2017-06-30,4.69%,95.31%,0.00%,6.92
398021,16.41,22.10%,2017-06-30,0.28%,99.72%,0.00%,20.22
398031,0.97,20.30%,2017-06-30,7.49%,92.51%,0.05%,1.35
398041,0.60,-15.57%,2017-06-30,44.19%,55.81%,0.02%,1.36
398051,1.89,10.11%,2017-06-30,62.33%,37.67%,0.02%,2.01
398061,5.04,28.70%,2017-06-30,6.33%,93.67%,0.03%,1.77
399001,1.45,23.08%,2017-06-30,0.42%,99.58%,0.00%,1.26
399011,1.46,27.37%,2017-06-30,8.10%,91.90%,0.00%,0.46
400001,5.01,-11.45%,2017-06-30,31.77%,68.23%,0.00%,6.97
400003,22.10,-12.57%,2017-06-30,9.38%,90.62%,0.02%,15.95
400005,4.53,3.96%,2017-06-30,10.56%,89.44%,0.43%,2.73
400006,78.37,4.21%,2017-06-30,98.91%,1.09%,0.00%,42.78
400007,4.73,7.19%,2017-06-30,2.45%,97.55%,0.05%,1.89
400009,1.81,3.24%,2017-06-30,89.60%,10.40%,0.00%,1.89
400011,0.48,-5.10%,2017-06-30,13.74%,86.26%,0.00%,0.36
400013,2.58,5.34%,2017-06-30,79.38%,20.62%,0.00%,2.28
400015,1.90,-11.87%,2017-06-30,---,100.00%,0.03%,0.12
400016,1.28,2.44%,2017-06-30,97.41%,2.59%,0.00%,2.39
400018,0.10,-3.26%,2017-06-30,0.59%,99.41%,0.27%,0.08
400020,10.71,0.03%,2017-06-30,43.80%,56.20%,0.00%,11.82
400022,0.16,1.24%,2017-06-30,86.29%,13.71%,0.00%,1.51
400023,0.35,-0.62%,2017-06-30,92.04%,7.96%,0.00%,3.31
400025,1.80,24.87%,2017-06-30,6.22%,93.78%,0.39%,1.29
400027,1.01,-1.50%,2017-06-30,91.39%,8.61%,0.00%,0.72
400029,0.08,-1.86%,2017-06-30,---,100.00%,0.00%,0.07
400030,0.92,-3.67%,2017-06-30,38.79%,61.21%,0.03%,3.45
400032,1.54,-8.74%,2017-06-30,---,100.00%,0.15%,2.33
410001,5.11,5.19%,2017-06-30,6.32%,93.68%,0.07%,5.96
410002,3.04,3.84%,2017-06-30,9.77%,90.23%,0.00%,1.58
410003,4.77,-0.99%,2017-06-30,11.28%,88.72%,0.02%,6.09
410004,26.51,2.82%,2017-06-30,86.98%,13.02%,0.00%,7.32
410005,1.19,2.40%,2017-06-30,0.86%,99.14%,0.01%,0.66
410006,0.17,-7.84%,2017-06-30,0.00%,100.00%,0.01%,0.14
410007,1.11,9.92%,2017-06-30,50.70%,49.30%,0.04%,1.47
410008,1.02,29.01%,2017-06-30,60.51%,39.49%,0.00%,0.79
410009,0.64,-5.05%,2017-06-30,61.14%,38.86%,0.03%,0.66
410010,0.09,1.31%,2017-06-30,0.09%,99.91%,0.05%,0.06
420001,13.46,7.95%,2017-06-30,4.38%,95.62%,0.01%,19.13
420002,1.57,1.52%,2017-06-30,41.85%,58.15%,0.00%,4.45
420003,13.44,-3.43%,2017-06-30,34.84%,65.16%,0.08%,12.47
420005,1.53,10.95%,2017-06-30,12.67%,87.33%,0.27%,0.74
420006,3.34,3.76%,2017-06-30,59.83%,40.17%,0.12%,2.14
420008,0.16,1.41%,2017-06-30,93.88%,6.12%,0.00%,0.64
420009,9.45,3.60%,2017-06-30,59.31%,40.69%,0.04%,8.01
420102,3.29,1.92%,2017-06-30,84.66%,15.34%,0.00%,12.52
420106,87.78,4.01%,2017-06-30,99.75%,0.25%,0.00%,78.83
420108,1.70,0.81%,2017-06-30,97.44%,2.56%,0.01%,2.79
450001,2.83,7.92%,2017-06-30,3.71%,96.29%,0.00%,3.55
450002,32.39,28.13%,2017-06-30,67.67%,32.33%,0.01%,45.55
450003,14.40,13.34%,2017-06-30,1.99%,98.01%,0.00%,12.90
450004,1.64,25.03%,2017-06-30,5.76%,94.24%,0.00%,1.91
450005,9.31,2.12%,2017-06-30,99.26%,0.74%,0.00%,10.52
450006,0.05,1.86%,2017-06-30,---,100.00%,0.00%,0.06
450007,0.99,9.21%,2017-06-30,0.14%,99.86%,0.00%,0.77
